formula,atom a,atom b,lowest distortion,e_form,e_hull,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen
NpPaO3,Np,Pa,cubic,-2.557,0.599,1.174,18.079,0.0,4.488,4.488,4.488,90,90,90,3.3810000000000002
NpPbO3,Np,Pb,cubic,-1.663,1.091,0.872,15.017999999999999,0.0,4.219,4.219,4.219,90,90,90,0.633
NpPdO3,Np,Pd,cubic,-1.89,0.596,0.795,12.79,0.0,3.999,3.999,3.999,90,90,90,0.725
NpPtO3,Np,Pt,cubic,-1.74,0.723,0.804,13.306,0.0,4.052,4.052,4.052,90,90,90,0.289
NpRhO3,Np,Rh,cubic,-2.012,0.525,0.792,12.450999999999999,0.0,3.963,3.963,3.963,90,90,90,1.574
NpRuO3,Np,Ru,cubic,-2.066,0.54,0.803,12.38,0.0,3.956,3.956,3.956,90,90,90,1.5419999999999998
NpSbO3,Np,Sb,cubic,-1.933,0.82,0.882,15.395,0.0,4.254,4.254,4.254,90,90,90,2.0580000000000003
NpScO3,Np,Sc,orthorhombic,-3.713,-0.069,0.8,13.01,2.627,5.587,5.82,8.002,90,90,90,5.6
NpSiO3,Np,Si,tetragonal,-2.702,0.447,0.886,11.51,0.0,3.576,3.576,4.499,90,90,90,4.25
NpSnO3,Np,Sn,cubic,-2.175,0.6659999999999999,0.9,14.382,0.0,4.158,4.158,4.158,90,90,90,2.714
NpSrO3,Np,Sr,cubic,-1.9569999999999999,1.4609999999999999,0.826,17.004,0.0,4.397,4.397,4.397,90,90,90,-2.042
NpTaO3,Np,Ta,rhombohedral,-2.8930000000000002,0.209,0.75,12.8,0.0,5.371,5.371,5.371,67.9,67.9,67.9,3.44
NpTbO3,Np,Tb,cubic,-2.9530000000000003,0.568,0.8,16.029,1.5419999999999998,4.311,4.311,4.311,90,90,90,4.487
NpTcO3,Np,Tc,orthorhombic,-2.457,0.28,0.4,12.415999999999999,0.0,5.301,6.034,7.764,90,90,90,2.1919999999999997
NpTeO3,Np,Te,cubic,-1.611,1.005,0.917,15.661,0.0,4.278,4.278,4.278,90,90,90,1.462
NpThO3,Np,Th,cubic,-2.968,0.735,0.97,19.029,0.0,4.565,4.565,4.565,90,90,90,3.165
NpTiO3,Np,Ti,orthorhombic,-3.3739999999999997,-0.051,0.863,12.298,0.0,5.485,5.713,7.849,90,90,90,5.167999999999999
NpTlO3,Np,Tl,orthorhombic,-2.175,0.397,0.796,14.89,0.0,5.786,6.192,8.312,90,90,90,1.1440000000000001
NpVO3,Np,V,orthorhombic,-3.1639999999999997,-0.033,1.2,12.126,1.129,5.462,5.707,7.781,90,90,90,4.508
NpWO3,Np,W,cubic,-2.323,0.557,0.846,12.800999999999998,0.0,4,4,4,90,90,90,1.896
NpYbO3,Np,Yb,cubic,-2.613,1.016,0.599,14.145999999999999,0.0,4.136,4.136,4.136,90,90,90,-0.865
NpZnO3,Np,Zn,cubic,-2.285,0.601,0.763,11.603,0.0,3.871,3.871,3.871,90,90,90,0.507
NpZrO3,Np,Zr,orthorhombic,-3.3110000000000004,0.073,0.681,13.645999999999999,0.0,5.662,6.14,7.851,90,90,90,4.437
OsAcO3,Os,Ac,orthorhombic,-1.9680000000000002,0.345,0.2,17.298,0.0,6.186,6.51,8.59,90,90,90,-4.356
OsAgO3,Os,Ag,orthorhombic,-0.609,0.37200000000000005,0,13.329,0.0,5.268,5.685,8.902,90,90,90,-10.331
OsAlO3,Os,Al,cubic,-0.9470000000000001,1.208,0.862,9.843,0.0,3.665,3.665,3.665,90,90,90,-1.778
OsAsO3,Os,As,cubic,0.242,1.4880000000000002,0.829,11.602,0.0,3.871,3.871,3.871,90,90,90,-0.669
OsAuO3,Os,Au,cubic,1.028,2.009,0.934,13.296,0.0,4.051,4.051,4.051,90,90,90,-9.276
OsBO3,Os,B,cubic,-0.063,1.771,0.003,7.736000000000001,0.0,3.382,3.382,3.382,90,90,90,-0.484
OsBaO3,Os,Ba,cubic,0.843,0.069,0.962,19.177,0.0,4.577,4.577,4.577,90,90,90,-16.217
OsBeO3,Os,Be,cubic,-0.5820000000000001,1.3019999999999998,0.012,7.92,0.0,3.408,3.408,3.408,90,90,90,-2.969
OsBiO3,Os,Bi,cubic,0.46,1.72,0.82,15.183,0.0,4.234,4.234,4.234,90,90,90,-3.3810000000000002
OsCdO3,Os,Cd,cubic,0.818,2.059,0.996,13.652999999999999,0.0,4.087,4.087,4.087,90,90,90,-11.245
OsCeO3,Os,Ce,cubic,-0.142,2.141,1.08,18.387,0.0,4.513,4.513,4.513,90,90,90,-10.607000000000001
OsCoO3,Os,Co,cubic,0.191,1.3980000000000001,0.893,9.924,0.0,3.675,3.675,3.675,90,90,90,-2.69
OsCrO3,Os,Cr,cubic,-0.401,1.3630000000000002,1.465,11.049000000000001,0.0,3.809,3.809,3.809,90,90,90,-2.734
OsCuO3,Os,Cu,cubic,0.457,1.5019999999999998,0.946,10.312000000000001,0.0,3.722,3.722,3.722,90,90,90,-6.332000000000001
OsDyO3,Os,Dy,cubic,-0.568,1.88,1.02,15.613,0.0,4.274,4.274,4.274,90,90,90,-8.644
OsErO3,Os,Er,cubic,-0.6459999999999999,1.825,1.014,15.148,0.0,4.231,4.231,4.231,90,90,90,-8.154
OsEuO3,Os,Eu,cubic,0.193,0.259,1.025,15.591,0.0,4.272,4.272,4.272,90,90,90,-13.844000000000001
OsFeO3,Os,Fe,cubic,-0.009000000000000001,1.338,1.844,11.12,0.0,3.817,3.817,3.817,90,90,90,-4.938
OsGaO3,Os,Ga,cubic,-0.195,1.3780000000000001,0.975,11.048,0.0,3.808,3.808,3.808,90,90,90,-4.119
OsGdO3,Os,Gd,cubic,-0.48,1.96,1.024,16.143,0.0,4.322,4.322,4.322,90,90,90,-9.147
OsGeO3,Os,Ge,cubic,-0.135,1.347,0.832,10.679,0.0,3.766,3.766,3.766,90,90,90,0.78
OsHfO3,Os,Hf,cubic,-1.262,1.39,0.834,13.402999999999999,0.0,4.062,4.062,4.062,90,90,90,-2.052
OsHgO3,Os,Hg,cubic,1.156,2.137,0.935,14.318,0.0,4.152,4.152,4.152,90,90,90,-11.671
OsHoO3,Os,Ho,cubic,-0.608,1.8519999999999999,1.016,15.37,0.0,4.252,4.252,4.252,90,90,90,-8.396
OsInO3,Os,In,cubic,0.256,1.7009999999999998,1.01,13.745999999999999,0.0,4.096,4.096,4.096,90,90,90,-7.489
OsIrO3,Os,Ir,cubic,0.55,1.5659999999999998,0.874,12.036,0.0,3.919,3.919,3.919,90,90,90,-3.448
OsKO3,Os,K,cubic,1.6340000000000001,0.13,1.416,16.038,0.0,4.312,4.312,4.312,90,90,90,-20.671
OsLaO3,Os,La,cubic,-0.27699999999999997,2.187,1.078,17.899,0.0,4.473,4.473,4.473,90,90,90,-10.318
OsLiO3,Os,Li,orthorhombic,-1.276,0.299,0.052,9.131,0.0,5.131,5.457,6.522,90,90,90,-7.455
OsLuO3,Os,Lu,cubic,-0.762,1.7409999999999999,1.008,14.454,0.0,4.165,4.165,4.165,90,90,90,-7.3870000000000005
OsMgO3,Os,Mg,cubic,-0.243,1.633,0.285,10.116,0.0,3.698,3.698,3.698,90,90,90,-7.1979999999999995
OsMoO3,Os,Mo,cubic,-0.36,1.371,0.687,12.07,0.0,3.922,3.922,3.922,90,90,90,0.9209999999999999
OsNaO3,Os,Na,cubic,1.0979999999999999,0.213,0.572,11.269,0.0,3.834,3.834,3.834,90,90,90,-15.995
OsNbO3,Os,Nb,cubic,-0.7809999999999999,1.375,0.686,12.809000000000001,0.0,4.001,4.001,4.001,90,90,90,1.845
OsNdO3,Os,Nd,cubic,-0.262,2.1180000000000003,1.049,17.487000000000002,0.0,4.438,4.438,4.438,90,90,90,-10.179
OsNiO3,Os,Ni,cubic,0.303,1.4969999999999999,1.118,10.101,0.0,3.696,3.696,3.696,90,90,90,-4.5680000000000005
OsNpO3,Os,Np,cubic,-0.81,1.764,-0.326,15.909,0.0,4.301,4.301,4.301,90,90,90,-4.987
Os2O3,Os,Os,cubic,0.35100000000000003,1.3969999999999998,0.632,11.843,0.0,3.898,3.898,3.898,90,90,90,-2.406
OsPaO3,Os,Pa,cubic,-0.935,1.273,0.79,16.602,0.0,4.362,4.362,4.362,90,90,90,2.596
OsPbO3,Os,Pb,cubic,0.55,0.263,0.861,14.78,0.0,4.196,4.196,4.196,90,90,90,-0.135
OsPdO3,Os,Pd,cubic,0.675,1.656,0.978,12.15,0.0,3.931,3.931,3.931,90,90,90,-6.917999999999999
OsPmO3,Os,Pm,cubic,-0.326,2.035,1.047,17.076,0.0,4.403,4.403,4.403,90,90,90,-9.917
OsPrO3,Os,Pr,cubic,-0.20600000000000002,2.147,1.067,17.885,0.0,4.472,4.472,4.472,90,90,90,-10.401
OsPtO3,Os,Pt,cubic,0.731,1.712,0.958,12.557,0.0,3.975,3.975,3.975,90,90,90,-4.181
OsRbO3,Os,Rb,cubic,1.7819999999999998,0.102,0.952,15.87,0.0,4.297,4.297,4.297,90,90,90,-21.72
OsReO3,Os,Re,cubic,-0.011000000000000001,1.5090000000000001,0.652,11.862,0.0,3.9,3.9,3.9,90,90,90,-1.121
OsRhO3,Os,Rh,cubic,0.474,1.482,0.908,11.854000000000001,0.0,3.899,3.899,3.899,90,90,90,-2.612
OsRuO3,Os,Ru,cubic,0.292,1.4,0.628,11.707,0.0,3.883,3.883,3.883,90,90,90,-1.9069999999999998
OsSbO3,Os,Sb,cubic,0.12,1.46,0.758,13.202,0.0,4.041,4.041,4.041,90,90,90,0.586
OsScO3,Os,Sc,cubic,-0.872,1.555,1.003,12.821,0.0,4.002,4.002,4.002,90,90,90,-5.885
OsSiO3,Os,Si,cubic,-0.71,1.483,0.812,9.418,0.0,3.611,3.611,3.611,90,90,90,1.4609999999999999
OsSmO3,Os,Sm,cubic,-0.364,2.041,1.036,16.82,0.0,4.381,4.381,4.381,90,90,90,-9.721
OsSnO3,Os,Sn,cubic,-0.087,1.4340000000000002,0.833,13.036,0.0,4.024,4.024,4.024,90,90,90,1.206
OsSrO3,Os,Sr,cubic,0.57,0.138,1.229,17.19,0.0,4.413,4.413,4.413,90,90,90,-14.974
OsTaO3,Os,Ta,cubic,-0.983,1.383,0.669,12.59,0.0,3.978,3.978,3.978,90,90,90,2.229
OsTbO3,Os,Tb,cubic,-0.39299999999999996,1.909,1.022,15.857999999999999,0.0,4.296,4.296,4.296,90,90,90,-8.898
OsTcO3,Os,Tc,cubic,-0.023,1.3459999999999999,0.646,11.774000000000001,0.0,3.89,3.89,3.89,90,90,90,-0.955
OsTeO3,Os,Te,cubic,0.42200000000000004,1.55,0.793,14.126,0.0,4.134,4.134,4.134,90,90,90,-2.452
OsThO3,Os,Th,cubic,-0.986,1.905,0.902,18.69,0.0,4.538,4.538,4.538,90,90,90,-0.205
OsTiO3,Os,Ti,cubic,-1.035,1.2590000000000001,0.817,11.456,0.0,3.855,3.855,3.855,90,90,90,-2.52
OsTlO3,Os,Tl,cubic,0.88,0.175,0.956,14.823,0.0,4.201,4.201,4.201,90,90,90,-10.443
OsTmO3,Os,Tm,cubic,-0.6970000000000001,1.7919999999999998,1.01,14.888,0.0,4.207,4.207,4.207,90,90,90,-7.861000000000001
OsUO3,Os,U,cubic,-1.1159999999999999,1.524,0.958,15.963,0.0,4.306,4.306,4.306,90,90,90,3.6039999999999996
OsVO3,Os,V,cubic,-0.556,1.294,0.978,10.921,0.0,3.794,3.794,3.794,90,90,90,-3.713
OsWO3,Os,W,cubic,-0.429,1.528,0.656,12.104000000000001,0.0,3.926,3.926,3.926,90,90,90,0.654
OsYO3,Os,Y,cubic,-0.541,1.886,1.011,15.7,0.0,4.282,4.282,4.282,90,90,90,-8.627
OsYbO3,Os,Yb,cubic,0.001,0.294,1.213,14.04,0.0,4.125,4.125,4.125,90,90,90,-12.339
OsZnO3,Os,Zn,cubic,0.34299999999999997,1.7,0.987,11.056,0.0,3.809,3.809,3.809,90,90,90,-7.755
OsZrO3,Os,Zr,cubic,-1.07,1.4580000000000002,0.838,13.953,0.0,4.117,4.117,4.117,90,90,90,-3.1310000000000002
PaAcO3,Pa,Ac,cubic,-1.64,1.544,0.392,20.472,0.0,4.678,4.678,4.678,90,90,90,-0.7040000000000001
PaAgO3,Pa,Ag,orthorhombic,-2.063,0.263,0,13.672,1.73,5.835,6.235,7.516,90,90,90,-1.774
PaAlO3,Pa,Al,orthorhombic,-2.8360000000000003,0.191,0.4,10.95,0.0,5.383,5.388,7.551,90,90,90,5.281000000000001
PaAsO3,Pa,As,cubic,-1.2770000000000001,1.065,0.418,13.312000000000001,0.0,4.053,4.053,4.053,90,90,90,1.5719999999999998
PaAuO3,Pa,Au,orthorhombic,-2.068,0.026000000000000002,0,16.244,2.044,6.417,6.963,7.271,90,90,90,-2.825
PaBeO3,Pa,Be,orthorhombic,-2.806,0.24,0.2,9.587,1.713,5.085,5.168,7.297,90,90,90,4.249
PaCdO3,Pa,Cd,orthorhombic,-2.295,0.07200000000000001,0.2,14.24,1.702,5.684,6.127,8.178,90,90,90,-1.4069999999999998
PaCrO3,Pa,Cr,cubic,-2.208,0.479,1,11.777999999999999,0.0,3.891,3.891,3.891,90,90,90,3.253
PaCuO3,Pa,Cu,orthorhombic,-2.294,0.131,0,11.809000000000001,1.402,5.311,5.98,7.435,90,90,90,0.156
PaDyO3,Pa,Dy,cubic,-2.379,0.941,0.391,15.67,0.0,4.279,4.279,4.279,90,90,90,3.282
PaEuO3,Pa,Eu,orthorhombic,-3.196,0.145,0.2,15.978,1.751,5.734,5.957,9.356,90,90,90,-7.593
PaGaO3,Pa,Ga,rhombohedral,-2.1830000000000003,0.376,0.4,11.866,0.0,5.5,5.5,5.5,60.4,60.4,60.4,3.319
PaGdO3,Pa,Gd,cubic,-2.267,1.023,0.394,16.219,0.0,4.328,4.328,4.328,90,90,90,2.844
PaHfO3,Pa,Hf,cubic,-2.502,0.731,0.463,13.735,0.0,4.095,4.095,4.095,90,90,90,3.187
PaHgO3,Pa,Hg,orthorhombic,-1.915,0.26,0.2,15.677,0.68,5.699,6.204,8.868,90,90,90,-2.7739999999999996
PaHoO3,Pa,Ho,cubic,-2.428,0.903,0.389,15.421,0.0,4.256,4.256,4.256,90,90,90,3.4130000000000003
PaIrO3,Pa,Ir,cubic,-1.037,1.1420000000000001,0.335,12.776,0.0,3.997,3.997,3.997,90,90,90,-1.955
PaLaO3,Pa,La,cubic,-1.857,1.393,0.4,18.457,0.0,4.519,4.519,4.519,90,90,90,1.225
PaLiO3,Pa,Li,orthorhombic,-2.9339999999999997,0.028999999999999998,0,11.029000000000002,3.4189999999999996,5.195,5.751,7.383,90,90,90,0.486
PaLuO3,Pa,Lu,cubic,-2.603,0.772,0.383,14.472000000000001,0.0,4.167,4.167,4.167,90,90,90,3.9339999999999997
PaMgO3,Pa,Mg,cubic,-2.484,0.5539999999999999,0.2,11.029000000000002,0.0,3.806,3.806,3.806,90,90,90,3.097
PaMnO3,Pa,Mn,cubic,-2.024,0.65,1.2,12.005999999999998,0.0,3.916,3.916,3.916,90,90,90,2.5639999999999996
PaNaO3,Pa,Na,orthorhombic,-2.759,0.156,0,13.835999999999999,3.279,5.442,5.714,8.898,90,90,90,-3.035
PaNbO3,Pa,Nb,cubic,-1.98,0.741,0.479,13.421,0.0,4.064,4.064,4.064,90,90,90,1.4480000000000002
PaNiO3,Pa,Ni,cubic,-1.8219999999999998,0.5329999999999999,0.126,10.975999999999999,0.0,3.8,3.8,3.8,90,90,90,1.724
PaOsO3,Pa,Os,cubic,-1.092,1.1159999999999999,0.291,12.579,0.0,3.977,3.977,3.977,90,90,90,-1.791
PaPbO3,Pa,Pb,orthorhombic,-2.224,0.18600000000000003,0.2,17.36,1.193,5.806,6.046,9.891,90,90,90,-1.6969999999999998
PaPdO3,Pa,Pd,cubic,-1.166,1.001,0.315,12.866,0.0,4.007,4.007,4.007,90,90,90,-1.2
PaPmO3,Pa,Pm,cubic,-2.062,1.171,0.398,17.294,0.0,4.422,4.422,4.422,90,90,90,2.2159999999999997
PaPrO3,Pa,Pr,cubic,-1.8880000000000001,1.294,0.398,18.213,0.0,4.499,4.499,4.499,90,90,90,0.29
PaPtO3,Pa,Pt,cubic,-0.96,1.136,0.358,13.395,0.0,4.061,4.061,4.061,90,90,90,-1.815
PaReO3,Pa,Re,cubic,-1.2930000000000001,1.078,0.284,12.557,0.0,3.975,3.975,3.975,90,90,90,-0.585
PaRhO3,Pa,Rh,cubic,-1.295,0.8759999999999999,0.295,12.432,0.0,3.961,3.961,3.961,90,90,90,-1.288
PaRuO3,Pa,Ru,cubic,-1.338,0.9009999999999999,0.239,12.23,0.0,3.94,3.94,3.94,90,90,90,-1.409
PaSbO3,Pa,Sb,cubic,-1.13,1.256,0.481,15.457,0.0,4.26,4.26,4.26,90,90,90,-0.278
PaScO3,Pa,Sc,cubic,-2.7510000000000003,0.547,0.37,13.050999999999998,0.0,4.026,4.026,4.026,90,90,90,4.351
PaSiO3,Pa,Si,cubic,-1.841,0.981,0.481,11.147,0.0,3.82,3.82,3.82,90,90,90,1.99
PaSrO3,Pa,Sr,tetragonal,-2.718,0.46299999999999997,0.2,17.429000000000002,0.6779999999999999,3.796,3.796,6.049,90,90,90,-8.015
PaTaO3,Pa,Ta,cubic,-2.061,0.675,0.396,13.081,0.0,4.029,4.029,4.029,90,90,90,1.5859999999999999
PaTbO3,Pa,Tb,cubic,-2.194,0.981,0.393,15.923,0.0,4.302,4.302,4.302,90,90,90,2.9930000000000003
PaTcO3,Pa,Tc,cubic,-1.4809999999999999,0.888,0.145,12.437999999999999,0.0,3.962,3.962,3.962,90,90,90,-0.24600000000000002
PaTeO3,Pa,Te,cubic,-0.8320000000000001,1.4180000000000001,0.504,15.408,0.0,4.255,4.255,4.255,90,90,90,-0.625
PaThO3,Pa,Th,cubic,-2.162,1.3090000000000002,0.573,19.206,0.0,4.579,4.579,4.579,90,90,90,0.17300000000000001
PaTiO3,Pa,Ti,orthorhombic,-2.832,0.125,0.2,12.302999999999999,0.0,5.419,6.01,7.555,90,90,90,4.256
PaTlO3,Pa,Tl,orthorhombic,-1.9380000000000002,0.625,0.203,15.913,0.0,5.991,6.276,8.464,90,90,90,-0.857
PaTmO3,Pa,Tm,cubic,-2.533,0.828,0.387,14.962,0.0,4.214,4.214,4.214,90,90,90,3.81
PaVO3,Pa,V,cubic,-2.2640000000000002,0.5,0.8,12.113,0.0,3.927,3.927,3.927,90,90,90,2.6039999999999996
PaWO3,Pa,W,cubic,-1.574,0.938,0.466,13.012,0.0,4.022,4.022,4.022,90,90,90,0.05
PaYO3,Pa,Y,cubic,-2.353,0.946,0.391,15.618,0.0,4.274,4.274,4.274,90,90,90,3.128
PaYbO3,Pa,Yb,cubic,-0.951,2.356,0.2,25.247,0.341,5.016,5.016,5.016,90,90,90,-12.498
PaZnO3,Pa,Zn,cubic,-1.765,0.754,0.204,11.677,0.0,3.879,3.879,3.879,90,90,90,0.884
PaZrO3,Pa,Zr,cubic,-2.358,0.752,0.449,14.262,0.0,4.147,4.147,4.147,90,90,90,2.907
PbAcO3,Pb,Ac,cubic,-1.7990000000000002,0.608,0.11,19.884,0.0,4.633,4.633,4.633,90,90,90,-0.5579999999999999
PbAgO3,Pb,Ag,orthorhombic,-0.677,0.09699999999999999,-,13.293,0.0,5.52,5.787,8.323,90,90,90,-0.648
PbAlO3,Pb,Al,orthorhombic,-2.115,0.135,-,10.835,0.0,5.314,5.413,7.534,90,90,90,0.5589999999999999
PbAsO3,Pb,As,tetragonal,-1.3630000000000002,0.165,-,13.674000000000001,0.0,3.874,3.874,4.556,90,90,90,1.954
PbAuO3,Pb,Au,orthorhombic,-0.606,0.157,-,13.635,0.0,5.683,5.928,8.094,90,90,90,0.078
PbBO3,Pb,B,cubic,-0.9009999999999999,1.074,-,8.811,0.0,3.532,3.532,3.532,90,90,90,-0.35100000000000003
PbBaO3,Pb,Ba,orthorhombic,-1.723,0.22399999999999998,-,19.236,0.36700000000000005,6.153,6.322,9.889,90,90,90,-1.982
PbBeO3,Pb,Be,cubic,-1.23,0.625,-,9.405,0.0,3.609,3.609,3.609,90,90,90,-2.682
PbBiO3,Pb,Bi,rhombohedral,-1.2570000000000001,0.10099999999999999,-,15.787,0.0,6.021,6.021,6.021,61,61,61,0.568
PbCaO3,Pb,Ca,cubic,-1.165,0.89,-,16.014,0.0,4.31,4.31,4.31,90,90,90,-3.853
PbCdO3,Pb,Cd,cubic,-0.598,0.62,-,14.512,0.0,4.171,4.171,4.171,90,90,90,-2.36
PbCeO3,Pb,Ce,cubic,-1.755,0.622,0.197,18.335,0.0,4.509,4.509,4.509,90,90,90,-1.369
PbCoO3,Pb,Co,orthorhombic,-1.077,0.184,0.164,11.444,0.0,5.301,5.541,7.793,90,90,90,0.7559999999999999
PbCrO3,Pb,Cr,orthorhombic,-1.79,0.08,0.468,11.637,0.0,5.425,5.554,7.724,90,90,90,1.768
PbCsO3,Pb,Cs,orthorhombic,-0.8440000000000001,0.381,-,18.534000000000002,0.0,4.87,5.785,13.158,90,90,90,-1.351
PbCuO3,Pb,Cu,orthorhombic,-0.9309999999999999,0.06,-,11.345999999999998,0.0,5.275,5.674,7.582,90,90,90,-1.079
PbErO3,Pb,Er,orthorhombic,-2.4459999999999997,0.11900000000000001,0,14.584000000000001,0.0,5.766,6.019,8.405,90,90,90,-0.941
PbEuO3,Pb,Eu,orthorhombic,-1.986,0.191,0,15.286,0.22899999999999998,5.932,5.958,8.651,90,90,90,-2.642
PbFeO3,Pb,Fe,orthorhombic,-1.359,0.083,0.871,11.787,0.0,5.42,5.599,7.768,90,90,90,0.789
PbGaO3,Pb,Ga,orthorhombic,-1.5319999999999998,0.138,-,11.72,0.0,5.418,5.595,7.732,90,90,90,-0.40399999999999997
PbGdO3,Pb,Gd,orthorhombic,-2.387,0.126,0.001,15.16,0.0,5.838,6.085,8.536,90,90,90,-0.992
PbGeO3,Pb,Ge,tetragonal,-1.609,0.152,-,12.687999999999999,0.0,3.668,3.668,4.715,90,90,90,3.5269999999999997
PbHgO3,Pb,Hg,orthorhombic,-0.7490000000000001,0.102,-,14.797,0.0,5.481,5.721,9.439,90,90,90,-0.961
PbHoO3,Pb,Ho,orthorhombic,-2.4330000000000003,0.121,0,14.71,0.0,5.782,6.041,8.423,90,90,90,-0.865
PbInO3,Pb,In,orthorhombic,-1.436,0.10300000000000001,-,13.805,0.0,5.671,5.912,8.235,90,90,90,-0.858
PbIrO3,Pb,Ir,orthorhombic,-1.015,0.21100000000000002,0,12.470999999999998,0.0,5.538,5.721,7.871,90,90,90,1.939
PbKO3,Pb,K,orthorhombic,-1.137,0.109,-,18.281,0.0,5.353,6.47,10.555,90,90,90,-8.146
PbLaO3,Pb,La,cubic,-1.905,0.568,0.2,18.230999999999998,0.0,4.5,4.5,4.5,90,90,90,-0.96
PbLiO3,Pb,Li,cubic,-0.608,0.738,-,10.350999999999999,0.0,3.727,3.727,3.727,90,90,90,-4.297
PbLuO3,Pb,Lu,orthorhombic,-2.4819999999999998,0.11599999999999999,0,14.161,0.0,5.714,5.96,8.316,90,90,90,-0.616
PbMgO3,Pb,Mg,cubic,-1.304,0.5429999999999999,-,12.14,0.0,3.93,3.93,3.93,90,90,90,-3.405
PbMnO3,Pb,Mn,orthorhombic,-1.56,0.065,0.631,11.665999999999999,0.0,5.442,5.536,7.743,90,90,90,1.1179999999999999
PbMoO3,Pb,Mo,tetragonal,-1.751,0.13699999999999998,0,12.931,0.0,3.999,3.999,4.043,90,90,90,4.758
PbNaO3,Pb,Na,orthorhombic,-0.912,0.342,-,13.354000000000001,0.0,5.683,5.717,8.221,90,90,90,-6.319
PbNdO3,Pb,Nd,cubic,-1.859,0.5720000000000001,0.202,17.985,0.0,4.48,4.48,4.48,90,90,90,-1.161
PbNiO3,Pb,Ni,orthorhombic,-1.163,0.002,0.397,11.185,0.0,5.264,5.479,7.756,90,90,90,-1.411
PbOsO3,Pb,Os,orthorhombic,-1.088,0.15,0.162,12.537,0.0,5.602,5.659,7.91,90,90,90,3.2960000000000003
Pb2O3,Pb,Pb,orthorhombic,-1.18,0.054000000000000006,-,15.14,0.516,5.885,6.086,8.454,90,90,90,1.215
PbPdO3,Pb,Pd,orthorhombic,-0.9009999999999999,0.027999999999999997,-,12.550999999999998,0.0,5.525,5.783,7.857,90,90,90,0.332
PbPmO3,Pb,Pm,cubic,-1.8969999999999998,0.5589999999999999,-0.001,17.646,0.0,4.452,4.452,4.452,90,90,90,-1.2409999999999999
PbPrO3,Pb,Pr,cubic,-1.8,0.605,0.2,17.71,0.0,4.457,4.457,4.457,90,90,90,-1.3880000000000001
PbPtO3,Pb,Pt,orthorhombic,-0.899,0.109,0.001,12.927999999999999,0.0,5.595,5.806,7.959,90,90,90,0.893
PbRbO3,Pb,Rb,orthorhombic,-1.129,0.098,-,20.250999999999998,0.0,5.609,6.55,11.024,90,90,90,-2.822
PbReO3,Pb,Re,cubic,-1.3730000000000002,0.183,0.003,12.732000000000001,0.0,3.993,3.993,3.993,90,90,90,3.992
PbRhO3,Pb,Rh,orthorhombic,-1.085,0.067,0,12.222999999999999,0.0,5.491,5.694,7.82,90,90,90,1.584
PbRuO3,Pb,Ru,orthorhombic,-1.176,0.11199999999999999,0.195,12.273,0.0,5.531,5.633,7.878,90,90,90,2.9619999999999997
PbSbO3,Pb,Sb,orthorhombic,-1.4469999999999998,0.11800000000000001,-,14.606,0.0,5.856,5.969,8.357,90,90,90,2.448
PbScO3,Pb,Sc,orthorhombic,-2.4019999999999997,0.11900000000000001,-0.001,13.089,0.0,5.582,5.812,8.069,90,90,90,-0.488
PbSiO3,Pb,Si,tetragonal,-2.126,0.276,-,11.559000000000001,1.837,3.493,3.493,4.738,90,90,90,4.91
PbSmO3,Pb,Sm,cubic,-1.919,0.5479999999999999,-0.008,17.381,0.0,4.429,4.429,4.429,90,90,90,-1.183
PbSnO3,Pb,Sn,rhombohedral,-1.656,0.057999999999999996,-,13.699000000000002,1.879,5.759,5.759,5.759,60.6,60.6,60.6,3.602
PbSrO3,Pb,Sr,orthorhombic,-1.804,0.191,-,16.528,0.0,6.026,6.104,8.986,90,90,90,-3.8
PbTbO3,Pb,Tb,orthorhombic,-2.273,0.124,0.001,15.019,0.0,5.822,6.068,8.503,90,90,90,-0.948
PbTcO3,Pb,Tc,rhombohedral,-1.442,0.107,0.329,12.61,0.0,5.598,5.598,5.598,60.7,60.7,60.7,3.7060000000000004
PbTeO3,Pb,Te,tetragonal,-1.235,0.14,-,16.283,0.0,4.256,4.256,4.495,90,90,90,2.8280000000000003
PbThO3,Pb,Th,orthorhombic,-2.898,0.17300000000000001,0,17.337,2.938,6.109,6.404,8.863,90,90,90,3.431
PbTlO3,Pb,Tl,orthorhombic,-0.978,0.107,-,14.862,0.0,5.781,6.031,8.525,90,90,90,-0.9109999999999999
PbTmO3,Pb,Tm,orthorhombic,-2.464,0.11900000000000001,0,14.402000000000001,0.0,5.744,5.996,8.363,90,90,90,-0.8740000000000001
PbVO3,Pb,V,tetragonal,-2.05,0.033,0.2,13.155,1.006,3.874,3.874,4.383,90,90,90,3.148
PbYO3,Pb,Y,orthorhombic,-2.399,0.122,0,14.833,0.0,5.791,6.038,8.484,90,90,90,-0.732
PbYbO3,Pb,Yb,cubic,-1.386,0.794,-,14.875,0.0,4.205,4.205,4.205,90,90,90,-3.0660000000000003
PbZnO3,Pb,Zn,orthorhombic,-1.255,0.073,-,11.809000000000001,0.0,5.318,5.542,8.013,90,90,90,-2.3680000000000003
PdAcO3,Pd,Ac,orthorhombic,-1.838,0.33399999999999996,0,15.784,0.0,5.948,6.172,8.599,90,90,90,-4.68
